2024-11-20,SSD,1000,Income

2024-11-20,rent,305,Expense

2024-11-03,SSD,1000,Income

2024-11-20,sandra,300,Expense

2024-11-20,phone ,35,Expense

2024-11-21,electric ,37.89,Expense

